episode_id,zarr_path,fps,n_frames,lab,task,embodiment
2025-11-14-16-31-01-380000,s3://rldb/processed_v3/aria/2025-11-14-16-31-01-380000.zarr,30.0,15684.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-32-48-148000,s3://rldb/processed_v3/aria/2025-11-14-16-32-48-148000.zarr,30.0,14399.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-34-29-165000,s3://rldb/processed_v3/aria/2025-11-14-16-34-29-165000.zarr,30.0,15116.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-36-13-193000,s3://rldb/processed_v3/aria/2025-11-14-16-36-13-193000.zarr,30.0,14975.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-36-41-812000,s3://rldb/processed_v3/aria/2025-11-14-16-36-41-812000.zarr,30.0,4836.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-37-04-916000,s3://rldb/processed_v3/aria/2025-11-14-16-37-04-916000.zarr,30.0,4895.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-37-28-858000,s3://rldb/processed_v3/aria/2025-11-14-16-37-28-858000.zarr,30.0,4731.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-37-54-571000,s3://rldb/processed_v3/aria/2025-11-14-16-37-54-571000.zarr,30.0,4545.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-39-40-009000,s3://rldb/processed_v3/aria/2025-11-14-16-39-40-009000.zarr,30.0,13824.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-41-29-887000,s3://rldb/processed_v3/aria/2025-11-14-16-41-29-887000.zarr,30.0,14496.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-43-18-790000,s3://rldb/processed_v3/aria/2025-11-14-16-43-18-790000.zarr,30.0,14072.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-45-12-155000,s3://rldb/processed_v3/aria/2025-11-14-16-45-12-155000.zarr,30.0,14170.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-45-33-901000,s3://rldb/processed_v3/aria/2025-11-14-16-45-33-901000.zarr,30.0,4576.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-45-52-207000,s3://rldb/processed_v3/aria/2025-11-14-16-45-52-207000.zarr,30.0,4319.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-46-06-327000,s3://rldb/processed_v3/aria/2025-11-14-16-46-06-327000.zarr,30.0,4417.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-46-25-716000,s3://rldb/processed_v3/aria/2025-11-14-16-46-25-716000.zarr,30.0,4356.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-48-19-221000,s3://rldb/processed_v3/aria/2025-11-14-16-48-19-221000.zarr,30.0,13769.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-50-13-942000,s3://rldb/processed_v3/aria/2025-11-14-16-50-13-942000.zarr,30.0,14692.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-52-05-064000,s3://rldb/processed_v3/aria/2025-11-14-16-52-05-064000.zarr,30.0,14448.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-53-55-676000,s3://rldb/processed_v3/aria/2025-11-14-16-53-55-676000.zarr,30.0,14423.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-54-17-845000,s3://rldb/processed_v3/aria/2025-11-14-16-54-17-845000.zarr,30.0,4678.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-54-41-043000,s3://rldb/processed_v3/aria/2025-11-14-16-54-41-043000.zarr,30.0,4941.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-55-04-370000,s3://rldb/processed_v3/aria/2025-11-14-16-55-04-370000.zarr,30.0,4749.0,eth,cup_on_saucer,human_bimanual
2025-11-14-16-55-31-068000,s3://rldb/processed_v3/aria/2025-11-14-16-55-31-068000.zarr,30.0,4684.0,eth,cup_on_saucer,human_bimanual
2025-11-14-17-02-51-739000,s3://rldb/processed_v3/aria/2025-11-14-17-02-51-739000.zarr,30.0,4788.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-03-15-043000,s3://rldb/processed_v3/aria/2025-11-14-17-03-15-043000.zarr,30.0,4295.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-03-42-553000,s3://rldb/processed_v3/aria/2025-11-14-17-03-42-553000.zarr,30.0,4749.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-04-15-074000,s3://rldb/processed_v3/aria/2025-11-14-17-04-15-074000.zarr,30.0,5208.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-04-44-242000,s3://rldb/processed_v3/aria/2025-11-14-17-04-44-242000.zarr,30.0,3920.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-05-10-111000,s3://rldb/processed_v3/aria/2025-11-14-17-05-10-111000.zarr,30.0,4380.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-05-36-378000,s3://rldb/processed_v3/aria/2025-11-14-17-05-36-378000.zarr,30.0,3857.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-06-02-653000,s3://rldb/processed_v3/aria/2025-11-14-17-06-02-653000.zarr,30.0,3566.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-06-25-739000,s3://rldb/processed_v3/aria/2025-11-14-17-06-25-739000.zarr,30.0,3399.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-06-49-894000,s3://rldb/processed_v3/aria/2025-11-14-17-06-49-894000.zarr,30.0,3031.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-07-22-196000,s3://rldb/processed_v3/aria/2025-11-14-17-07-22-196000.zarr,30.0,3287.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-07-49-809000,s3://rldb/processed_v3/aria/2025-11-14-17-07-49-809000.zarr,30.0,3408.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-08-23-391000,s3://rldb/processed_v3/aria/2025-11-14-17-08-23-391000.zarr,30.0,4486.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-08-59-508000,s3://rldb/processed_v3/aria/2025-11-14-17-08-59-508000.zarr,30.0,4545.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-09-30-889000,s3://rldb/processed_v3/aria/2025-11-14-17-09-30-889000.zarr,30.0,4286.0,rl2,cup_on_saucer,human_bimanual
2025-11-14-17-10-03-990000,s3://rldb/processed_v3/aria/2025-11-14-17-10-03-990000.zarr,30.0,4408.0,rl2,cup_on_saucer,human_bimanual
2025-12-27-21-34-49-000000,s3://rldb/processed_v3/aria/2025-12-27-21-34-49-000000.zarr,30.0,4368.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-21-38-47-000000,s3://rldb/processed_v3/aria/2025-12-27-21-38-47-000000.zarr,30.0,3876.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-21-46-40-000000,s3://rldb/processed_v3/aria/2025-12-27-21-46-40-000000.zarr,30.0,4028.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-21-52-58-000000,s3://rldb/processed_v3/aria/2025-12-27-21-52-58-000000.zarr,30.0,3817.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-22-15-54-000000,s3://rldb/processed_v3/aria/2025-12-27-22-15-54-000000.zarr,30.0,3828.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-22-19-52-000000,s3://rldb/processed_v3/aria/2025-12-27-22-19-52-000000.zarr,30.0,3938.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-22-25-17-000000,s3://rldb/processed_v3/aria/2025-12-27-22-25-17-000000.zarr,30.0,3781.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-22-37-58-000000,s3://rldb/processed_v3/aria/2025-12-27-22-37-58-000000.zarr,30.0,3998.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-23-04-23-000000,s3://rldb/processed_v3/aria/2025-12-27-23-04-23-000000.zarr,30.0,3938.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-27-23-09-11-000000,s3://rldb/processed_v3/aria/2025-12-27-23-09-11-000000.zarr,30.0,4473.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-25-849000,s3://rldb/processed_v3/aria/2025-12-30-22-36-25-849000.zarr,30.0,3876.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-29-219000,s3://rldb/processed_v3/aria/2025-12-30-22-36-29-219000.zarr,30.0,3734.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-32-207000,s3://rldb/processed_v3/aria/2025-12-30-22-36-32-207000.zarr,30.0,3728.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-36-467000,s3://rldb/processed_v3/aria/2025-12-30-22-36-36-467000.zarr,30.0,3465.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-37-295000,s3://rldb/processed_v3/aria/2025-12-30-22-36-37-295000.zarr,30.0,3774.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-37-726000,s3://rldb/processed_v3/aria/2025-12-30-22-36-37-726000.zarr,30.0,3987.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-38-569000,s3://rldb/processed_v3/aria/2025-12-30-22-36-38-569000.zarr,30.0,3702.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-38-823000,s3://rldb/processed_v3/aria/2025-12-30-22-36-38-823000.zarr,30.0,3700.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-39-111000,s3://rldb/processed_v3/aria/2025-12-30-22-36-39-111000.zarr,30.0,3771.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-39-676000,s3://rldb/processed_v3/aria/2025-12-30-22-36-39-676000.zarr,30.0,3709.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-40-177000,s3://rldb/processed_v3/aria/2025-12-30-22-36-40-177000.zarr,30.0,3799.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-42-192000,s3://rldb/processed_v3/aria/2025-12-30-22-36-42-192000.zarr,30.0,3788.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-44-662000,s3://rldb/processed_v3/aria/2025-12-30-22-36-44-662000.zarr,30.0,3757.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-45-156000,s3://rldb/processed_v3/aria/2025-12-30-22-36-45-156000.zarr,30.0,3864.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-45-808000,s3://rldb/processed_v3/aria/2025-12-30-22-36-45-808000.zarr,30.0,3719.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-45-830000,s3://rldb/processed_v3/aria/2025-12-30-22-36-45-830000.zarr,30.0,3834.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-46-144000,s3://rldb/processed_v3/aria/2025-12-30-22-36-46-144000.zarr,30.0,4088.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-47-420000,s3://rldb/processed_v3/aria/2025-12-30-22-36-47-420000.zarr,30.0,3934.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-47-431000,s3://rldb/processed_v3/aria/2025-12-30-22-36-47-431000.zarr,30.0,3977.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-47-598000,s3://rldb/processed_v3/aria/2025-12-30-22-36-47-598000.zarr,30.0,4043.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-47-982000,s3://rldb/processed_v3/aria/2025-12-30-22-36-47-982000.zarr,30.0,4113.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-48-174000,s3://rldb/processed_v3/aria/2025-12-30-22-36-48-174000.zarr,30.0,3925.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-48-502000,s3://rldb/processed_v3/aria/2025-12-30-22-36-48-502000.zarr,30.0,3770.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-49-222000,s3://rldb/processed_v3/aria/2025-12-30-22-36-49-222000.zarr,30.0,3816.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-51-011000,s3://rldb/processed_v3/aria/2025-12-30-22-36-51-011000.zarr,30.0,4100.0,rl2,put cup on saucer indomain,human_bimanual
2025-12-30-22-36-51-340000,s3://rldb/processed_v3/aria/2025-12-30-22-36-51-340000.zarr,30.0,3723.0,rl2,put cup on saucer indomain,human_bimanual
2026-01-10-16-08-48-750000,s3://rldb/processed_v3/aria/2026-01-10-16-08-48-750000.zarr,30.0,5471.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-12-41-946000,s3://rldb/processed_v3/aria/2026-01-10-16-12-41-946000.zarr,30.0,5649.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-16-43-122000,s3://rldb/processed_v3/aria/2026-01-10-16-16-43-122000.zarr,30.0,5698.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-20-46-230000,s3://rldb/processed_v3/aria/2026-01-10-16-20-46-230000.zarr,30.0,5783.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-24-44-385000,s3://rldb/processed_v3/aria/2026-01-10-16-24-44-385000.zarr,30.0,5578.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-28-41-494000,s3://rldb/processed_v3/aria/2026-01-10-16-28-41-494000.zarr,30.0,5595.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-32-41-129000,s3://rldb/processed_v3/aria/2026-01-10-16-32-41-129000.zarr,30.0,5645.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-36-43-681000,s3://rldb/processed_v3/aria/2026-01-10-16-36-43-681000.zarr,30.0,5861.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-40-41-409000,s3://rldb/processed_v3/aria/2026-01-10-16-40-41-409000.zarr,30.0,5567.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-44-43-991000,s3://rldb/processed_v3/aria/2026-01-10-16-44-43-991000.zarr,30.0,5855.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-10-16-48-48-614000,s3://rldb/processed_v3/aria/2026-01-10-16-48-48-614000.zarr,30.0,5988.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-11-27-13-048000,s3://rldb/processed_v3/aria/2026-01-12-11-27-13-048000.zarr,30.0,5219.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-11-31-02-159000,s3://rldb/processed_v3/aria/2026-01-12-11-31-02-159000.zarr,30.0,5437.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-11-34-52-647000,s3://rldb/processed_v3/aria/2026-01-12-11-34-52-647000.zarr,30.0,5419.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-11-38-38-110000,s3://rldb/processed_v3/aria/2026-01-12-11-38-38-110000.zarr,30.0,5485.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-17-57-45-986000,s3://rldb/processed_v3/aria/2026-01-12-17-57-45-986000.zarr,30.0,5416.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-18-02-51-651000,s3://rldb/processed_v3/aria/2026-01-12-18-02-51-651000.zarr,30.0,5068.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-18-07-23-134000,s3://rldb/processed_v3/aria/2026-01-12-18-07-23-134000.zarr,30.0,4864.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-18-12-32-500000,s3://rldb/processed_v3/aria/2026-01-12-18-12-32-500000.zarr,30.0,5739.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-01-12-18-15-36-295000,s3://rldb/processed_v3/aria/2026-01-12-18-15-36-295000.zarr,30.0,3311.0,eth,cup_on_saucer_in_domain,human_bimanual
2026-03-07-01-40-32-000000,s3://rldb/processed_v3/aria/2026-03-07-01-40-32-000000.zarr,30.0,4432.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-02-02-21-000000,s3://rldb/processed_v3/aria/2026-03-07-02-02-21-000000.zarr,30.0,4595.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-02-07-52-000000,s3://rldb/processed_v3/aria/2026-03-07-02-07-52-000000.zarr,30.0,4739.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-02-13-21-000000,s3://rldb/processed_v3/aria/2026-03-07-02-13-21-000000.zarr,30.0,4386.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-02-27-00-000000,s3://rldb/processed_v3/aria/2026-03-07-02-27-00-000000.zarr,30.0,4520.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-02-40-27-000000,s3://rldb/processed_v3/aria/2026-03-07-02-40-27-000000.zarr,30.0,4257.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-02-46-03-000000,s3://rldb/processed_v3/aria/2026-03-07-02-46-03-000000.zarr,30.0,4775.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-07-03-41-00-000000,s3://rldb/processed_v3/aria/2026-03-07-03-41-00-000000.zarr,30.0,3580.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-19-40-14-000000,s3://rldb/processed_v3/aria/2026-03-08-19-40-14-000000.zarr,30.0,5410.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-19-50-15-000000,s3://rldb/processed_v3/aria/2026-03-08-19-50-15-000000.zarr,30.0,5583.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-19-52-13-337000,s3://rldb/processed_v3/aria/2026-03-08-19-52-13-337000.zarr,30.0,4701.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-19-57-27-399000,s3://rldb/processed_v3/aria/2026-03-08-19-57-27-399000.zarr,30.0,5037.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-19-58-49-000000,s3://rldb/processed_v3/aria/2026-03-08-19-58-49-000000.zarr,30.0,5407.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-02-37-689000,s3://rldb/processed_v3/aria/2026-03-08-20-02-37-689000.zarr,30.0,4949.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-04-53-000000,s3://rldb/processed_v3/aria/2026-03-08-20-04-53-000000.zarr,30.0,5768.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-08-02-298000,s3://rldb/processed_v3/aria/2026-03-08-20-08-02-298000.zarr,30.0,5221.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-12-24-827000,s3://rldb/processed_v3/aria/2026-03-08-20-12-24-827000.zarr,30.0,3612.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-17-04-000000,s3://rldb/processed_v3/aria/2026-03-08-20-17-04-000000.zarr,30.0,5478.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-22-27-000000,s3://rldb/processed_v3/aria/2026-03-08-20-22-27-000000.zarr,30.0,5460.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-20-30-24-000000,s3://rldb/processed_v3/aria/2026-03-08-20-30-24-000000.zarr,30.0,5588.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-23-26-08-607000,s3://rldb/processed_v3/aria/2026-03-08-23-26-08-607000.zarr,30.0,1878.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-08-23-32-21-226000,s3://rldb/processed_v3/aria/2026-03-08-23-32-21-226000.zarr,30.0,159.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-10-17-37-07-062000,s3://rldb/processed_v3/aria/2026-03-10-17-37-07-062000.zarr,30.0,4682.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-10-17-37-23-020000,s3://rldb/processed_v3/aria/2026-03-10-17-37-23-020000.zarr,30.0,4854.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-16-00-18-39-591000,s3://rldb/processed_v3/aria/2026-03-16-00-18-39-591000.zarr,30.0,4432.0,rl2,cup_on_saucer_success,human_bimanual
2026-03-26-09-09-51-352075,s3://rldb/processed_v3/microagi/2026-03-26-09-09-51-352075.zarr,30.0,702.0,microagi,assemble_internal_drawer_dividers,human_bimanual
2026-03-26-09-10-37-978741,s3://rldb/processed_v3/microagi/2026-03-26-09-10-37-978741.zarr,30.0,208.0,microagi,assemble_internal_drawer_dividers,human_bimanual
2026-03-26-09-10-46-618741,s3://rldb/processed_v3/microagi/2026-03-26-09-10-46-618741.zarr,30.0,462.0,microagi,assemble_internal_drawer_dividers,human_bimanual
2026-03-26-12-03-25-130094,s3://rldb/processed_v3/microagi/2026-03-26-12-03-25-130094.zarr,30.0,350.0,microagi,clean_kettle_and_cup,human_bimanual
2026-03-27-08-54-41-696042,s3://rldb/processed_v3/microagi/2026-03-27-08-54-41-696042.zarr,30.0,231.0,microagi,organize_kitchen_drawer,human_bimanual
2026-03-27-11-19-02-976345,s3://rldb/processed_v3/microagi/2026-03-27-11-19-02-976345.zarr,30.0,290.0,microagi,clean_refrigerator_drawer,human_bimanual
2026-03-28-10-34-45-787631,s3://rldb/processed_v3/microagi/2026-03-28-10-34-45-787631.zarr,30.0,354.0,microagi,organize_makeup_drawer,human_bimanual
2026-03-28-10-34-58-125965,s3://rldb/processed_v3/microagi/2026-03-28-10-34-58-125965.zarr,30.0,2282.0,microagi,organize_makeup_drawer,human_bimanual
2026-03-28-19-30-34-914285,s3://rldb/processed_v3/microagi/2026-03-28-19-30-34-914285.zarr,30.0,679.0,microagi,organize_cutlery_drawer,human_bimanual
2026-03-30-12-51-50-887655,s3://rldb/processed_v3/microagi/2026-03-30-12-51-50-887655.zarr,30.0,536.0,microagi,organize_drawer,human_bimanual
2026-04-02-10-25-41-695364,s3://rldb/processed_v3/microagi/2026-04-02-10-25-41-695364.zarr,30.0,731.0,microagi,prepare_small_cups,human_bimanual
2026-04-02-10-26-08-312080,s3://rldb/processed_v3/microagi/2026-04-02-10-26-08-312080.zarr,30.0,471.0,microagi,prepare_small_cups,human_bimanual
2026-04-02-10-26-33-060958,s3://rldb/processed_v3/microagi/2026-04-02-10-26-33-060958.zarr,30.0,383.0,microagi,prepare_small_cups,human_bimanual
2026-04-02-10-26-52-206318,s3://rldb/processed_v3/microagi/2026-04-02-10-26-52-206318.zarr,30.0,583.0,microagi,prepare_small_cups,human_bimanual
2026-04-02-21-43-07-553837,s3://rldb/processed_v3/microagi/2026-04-02-21-43-07-553837.zarr,30.0,299.0,microagi,organize_desk_and_drawers,human_bimanual
2026-04-05-09-36-22-286909,s3://rldb/processed_v3/microagi/2026-04-05-09-36-22-286909.zarr,30.0,173.0,microagi,organize_kitchen_drawers,human_bimanual
2026-04-06-18-07-18-727923,s3://rldb/processed_v3/microagi/2026-04-06-18-07-18-727923.zarr,30.0,170.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-06-18-07-26-560931,s3://rldb/processed_v3/microagi/2026-04-06-18-07-26-560931.zarr,30.0,451.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-06-18-07-43-060231,s3://rldb/processed_v3/microagi/2026-04-06-18-07-43-060231.zarr,30.0,3830.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-07-11-24-29-732711,s3://rldb/processed_v3/microagi/2026-04-07-11-24-29-732711.zarr,30.0,7899.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-07-11-28-54-213636,s3://rldb/processed_v3/microagi/2026-04-07-11-28-54-213636.zarr,30.0,945.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-08-18-42-55-488082,s3://rldb/processed_v3/microagi/2026-04-08-18-42-55-488082.zarr,30.0,294.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-08-18-43-21-569748,s3://rldb/processed_v3/microagi/2026-04-08-18-43-21-569748.zarr,30.0,191.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-08-18-43-43-216415,s3://rldb/processed_v3/microagi/2026-04-08-18-43-43-216415.zarr,30.0,405.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-08-18-43-58-158082,s3://rldb/processed_v3/microagi/2026-04-08-18-43-58-158082.zarr,30.0,163.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-08-18-44-04-896415,s3://rldb/processed_v3/microagi/2026-04-08-18-44-04-896415.zarr,30.0,291.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-08-18-44-18-938112,s3://rldb/processed_v3/microagi/2026-04-08-18-44-18-938112.zarr,30.0,205.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-08-18-44-25-908112,s3://rldb/processed_v3/microagi/2026-04-08-18-44-25-908112.zarr,30.0,200.0,microagi,organize_cutlery_drawer,human_bimanual
